time_build,time,bidding,SC_obj,ESS,GEN,WIND_STR,SW,PS,Avg_MP,ϵ1,ϵ2,confirmedNE,solver,ESSᴰ,GENᴰ,WIND_STRᴰ
0.2949998378753662,11.80299997329712,SCR-NC,collusive,164.7761785407059,756.2499991111788,193.84999916977313,14074.376176931295,1114.8761768216577,38.750000002349,1.0,1.0,false,KNITRO,235.5789438307283,595.2500126213405,232.22853548504258
0.12899994850158691,50.01099991798401,SCR-NC,collusive,138.54735519656262,770.7619690344967,221.84472538039824,14090.65404958268,1131.1540496114576,38.75000000002942,1.5,1.5,false,KNITRO,235.57894736151567,609.2000000395718,242.50000005540517
0.10800004005432129,31.977999925613403,SCR-NC,collusive,134.75751156964054,799.986900948111,196.93730833555057,13971.581721102028,1131.681720853302,41.25000000228805,2.5,2.5,false,KNITRO,215.73727249489113,564.9359148359449,254.4858172899019
0.09299993515014648,41.91199994087219,SCR-NC,collusive,185.76105962382303,670.2343913458918,277.99651068128713,14131.291933995817,1133.991961651002,40.625000377420896,4.5,4.5,false,KNITRO,235.57766105691093,568.4879342953133,232.22339505528626
0.09500002861022949,25.311000108718872,SCR-NC,collusive,222.9775562396718,524.4714024732004,261.9871479350646,14137.736106959223,1009.4361066479369,38.125000002931635,5.0,5.0,true,KNITRO,197.70151780779008,516.2313269659048,254.49443519271028
0.09500002861022949,244.59299993515015,SCR-NC,collusive,185.76608513944262,667.8322320959439,281.77173103504504,14132.67066373639,1135.3700482704317,40.62498438367086,5.5,5.5,false,KNITRO,185.7711333687657,609.1992486501971,242.49643319073328
0.09599995613098145,19.037999868392944,SCR-NC,collusive,149.24485170354717,752.4545687982943,318.10174607416275,14037.101166624707,1219.801166576004,43.750000004126356,6.0,6.0,false,KNITRO,237.3782968694561,593.0936208349935,230.3704031456075
0.10199999809265137,49.66499996185303,SCR-NC,collusive,165.95416304790118,774.5951178435437,244.69317085378924,14002.542451583819,1185.2424517452341,43.750000003802825,6.5,6.5,false,KNITRO,239.16548779756826,577.6643557262494,221.0779294138992
0.10500001907348633,61.079999923706055,SCR-NC,collusive,234.71795887549968,622.3390756086665,265.8139438799159,14120.170978361151,1122.870978364082,40.6250000000576,7.0,7.0,true,KNITRO,204.5557360989011,597.8926170225533,254.47106324521178
0.09399986267089844,64.88499999046326,SCR-NC,collusive,185.76138397089142,675.5542370239984,265.50813368339186,14124.123752834425,1126.8237546782816,40.62500003349503,7.5,7.5,true,KNITRO,181.82065676400106,583.9429823123156,242.49620333594868
0.09599995613098145,167.97699999809265,SCR-NC,collusive,179.75192732103102,676.1680698593696,278.1183885493233,14131.338385732892,1134.0383857297238,40.624999999942276,8.0,8.0,false,KNITRO,181.82031077442755,594.4911445231248,242.49481964487904
0.09399986267089844,71.09100008010864,SCR-NC,collusive,159.47517344802014,768.2987026941585,278.51609884996736,14023.589974989485,1206.289974992146,43.74999999996123,8.5,8.5,false,KNITRO,240.28925880502786,628.3448602134147,213.8389310813538
0.0969998836517334,20.669000148773193,SCR-NC,collusive,185.7603207490302,668.0522880507774,281.4235511071072,14132.536159891304,1135.2361599069147,40.62500000010238,10.0,10.0,true,KNITRO,181.81960051279168,471.6855286709607,251.76197550038063
0.09500002861022949,21.355000019073486,SCR-NC,collusive,185.76160254298114,667.4667507529969,282.35591492326785,14132.884268210388,1135.5842682192458,40.62499999999861,10.5,10.5,true,KNITRO,181.82088233467888,667.9522052310576,242.49710281807404
0.09500002861022949,16.338000059127808,SCR-NC,collusive,223.63762883891593,624.1217510719665,280.93768616129717,14125.997066251277,1128.6970660721795,40.6250000030528,11.0,11.0,true,KNITRO,185.7675759084772,600.2157414044589,264.34642042739534
0.0969998836517334,29.165000200271606,SCR-NC,collusive,181.46233414679526,674.2354522065976,241.8241345900331,14094.821921015779,1097.521920943426,40.6250000093362,11.5,11.5,false,KNITRO,181.8216014229599,609.2000289951682,242.5000449187863
0.09400010108947754,8.229000091552734,SCR-NC,collusive,219.3383664797144,623.6107326378869,268.84243476662,14109.091532205279,1111.7915338842213,40.6250000262417,12.0,12.0,false,KNITRO,235.57894713403473,639.4209400877181,232.2285318559592
0.0970001220703125,14.661999940872192,SCR-NC,collusive,163.08512300629394,800.695123710204,288.4545890144614,14092.13483428582,1252.2348357309593,41.25000002625831,12.5,12.5,false,KNITRO,205.60717349244152,584.6324334249086,254.3645295674155
0.0969998836517334,226.8309998512268,SCR-NC,collusive,154.24982169417518,802.3077288481031,283.20923955303425,14079.66666265783,1239.7667900953124,41.250002799548724,13.0,13.0,false,KNITRO,204.78892895427867,587.8995485676613,253.80706945734656
0.09599995613098145,16.063999891281128,SCR-NC,collusive,181.85656738477144,804.6927635614334,249.87618264326954,14076.325513599535,1236.4255135894743,41.250000000303665,13.5,13.5,false,KNITRO,207.4989259097428,574.318529608035,237.84121466739555
0.09499979019165039,61.39200019836426,SCR-NC,collusive,179.18150793052124,803.9290196999622,255.40499931831303,14078.415526951936,1238.5155269487964,41.24999999992217,14.0,14.0,false,KNITRO,220.7794648980003,575.2784921197255,225.84088465335634
0.10399985313415527,67.65100002288818,SCR-NC,collusive,167.39235886470277,768.7774076342419,246.3024653855121,13999.772231883147,1182.4722318844567,43.75000000001204,14.5,14.5,false,KNITRO,241.3397073189883,625.5917403860759,213.84055901739305
0.09500002861022949,23.515000104904175,SCR-NC,collusive,163.09114099812638,760.5471380645981,283.62078918025844,14024.559068049053,1207.259068242983,43.750000004848,15.5,15.5,false,KNITRO,242.6192499385583,550.2594664481733,230.48479694273973
