bidding,ESS,GEN,WIND_STR,SW,PS,Avg_MP,ϵ1,confirmedNE,solver,ESSᴰ,GENᴰ,WIND_STRᴰ
PC-MOPEC,206.21932389128668,739.4573754330693,318.06923831138045,14102.872499983927,1263.7459376357365,41.26342773658229,27.5,false,KNITRO,230.12889554686626,559.6005497132053,237.84999999999718
PC-MOPEC,141.9142450704458,803.8100300419585,318.077909686059,14102.872499078632,1263.8021847984633,41.2644042625618,29.5,false,KNITRO,241.47074306791512,593.280751663123,232.22853185595505
PC-MOPEC,188.49211088459865,757.2440608581513,318.08007810686337,14102.872499978352,1263.8162498496133,41.26464843481531,30.0,false,KNITRO,272.89814707241237,560.4533003143185,242.5
PC-MOPEC,165.01751225792938,780.7304148502274,318.0822079980056,14102.87248397656,1263.8301351061623,41.26488957296055,30.5,false,KNITRO,226.0445861776107,579.6333392147399,272.8999999999953
PC-MOPEC,173.31877872596834,772.4411816980511,318.0844139030121,14102.872499959876,1263.8443743270316,41.26513670764758,31.0,false,KNITRO,218.20298056182958,584.4028812286472,254.4999999999984
PC-MOPEC,224.07126891994437,790.2166792265398,230.9470728346504,14083.049042718189,1245.2350209811345,41.285399584923425,31.5,false,KNITRO,244.55547711834947,556.2500000000007,237.84999999999542
PC-MOPEC,170.9569118589574,774.8268306198801,318.088747890091,14102.872499055758,1263.8724903689285,41.265624837389055,32.0,false,KNITRO,210.2441781035855,594.416684286045,254.4999999999984
PC-MOPEC,126.54850042292551,819.2469789211679,318.09088750985427,14102.872499483692,1263.8863668539475,41.265865746892565,32.5,false,KNITRO,223.74844389264905,598.1894052362798,226.73866399072938
PC-MOPEC,179.01611593521602,766.7913500501901,318.0930652874198,14102.87249079556,1263.900531272826,41.266111703003794,33.0,false,KNITRO,228.32675095694628,570.0387300239306,225.84999756589158
PC-MOPEC,171.06124698649495,774.7581865990071,318.0952539253206,14102.872499996509,1263.9146875108227,41.26635742188548,33.5,false,KNITRO,222.6254544410399,581.8691779337637,254.4999999999984
PC-MOPEC,198.63504489131603,747.1962833952048,318.09742193684843,14102.87250001123,1263.9287502233692,41.26660156612668,34.0,false,KNITRO,222.20462915098312,556.6723309378348,237.84999999999738
PC-MOPEC,175.70201346316213,770.1412092415343,318.09958987675753,14102.872500000605,1263.942812581454,41.2668457043427,34.5,false,KNITRO,230.88872891789373,578.6026283053282,242.5
PC-MOPEC,148.51563416526074,797.3394273951203,318.1017447914042,14102.872498522438,1263.9568063517852,41.26708858102094,35.0,false,KNITRO,232.8117265293805,586.439573967739,242.4999869746256
PC-MOPEC,192.61383971561438,753.2531720641009,318.10392581594544,14102.872500001089,1263.9709375956609,41.267333985851835,35.5,false,KNITRO,246.76021251059407,558.9267992688311,254.49999999999892
PC-MOPEC,146.30479199748646,799.5741129970514,318.1060934228504,14102.872499842852,1263.9849984173882,41.26757809800015,36.0,false,KNITRO,234.11477666905566,577.5841089635959,242.5000000152462
PC-MOPEC,-500.6105762092637,0.0002604846409845373,4.670880392361232e-5,12247.443162636733,-500.61026901581874,51.89597443001657,36.5,false,KNITRO,234.68996526639438,549.7494685882245,244.24999999999886
PC-MOPEC,176.22959063333843,769.673078374137,318.1104222568611,14102.872496732976,1264.0130912643365,41.26806583622622,37.0,false,KNITRO,224.9689438369881,565.0527585873939,242.5
PC-MOPEC,185.4985602968518,760.4279242007253,318.1147656807726,14102.872500012374,1264.0412501783499,41.26855469033894,38.0,false,KNITRO,252.7646052132546,561.5918100834768,242.5
PC-MOPEC,105.47387038952695,441.7293084583437,29.374350065252298,13371.54241747824,576.577528913123,46.128931682655725,38.5,false,KNITRO,237.85752245619395,525.228286965264,209.55000000001417
PC-MOPEC,213.23426273344666,732.7279055047866,318.12126961060557,14102.872500008658,1264.083437848839,41.26928711518683,39.5,false,KNITRO,225.38855857608357,556.2500000000201,225.84999999999707
PC-MOPEC,185.26307197791823,760.7109904160367,318.12343748745275,14102.872499980036,1264.0974998814077,41.269531247839836,40.0,false,KNITRO,250.48948970169405,561.684571956832,254.49999999999892
PC-MOPEC,141.91166556220566,803.5985097395031,318.03888659739187,14102.872499922072,1263.5490618991007,41.2600097554994,41.0,false,KNITRO,238.1364743103521,586.4033289852458,225.8499996223498
PC-MOPEC,168.5353154595256,776.9808075722449,318.03997071616146,14102.872499991106,1263.556093747932,41.26013183574511,41.5,false,KNITRO,190.28921344396392,590.7672475470789,254.4999999999984
PC-MOPEC,173.3370252491027,772.1850465342415,318.0410549286327,14102.872499933552,1263.5631267119768,41.26025393614804,42.0,false,KNITRO,234.7830049159487,565.3236905288608,254.50000000000037
PC-MOPEC,171.47524664416736,774.0527689202856,318.0421380933641,14102.872499721781,1263.5701536578172,41.26037593263919,42.5,false,KNITRO,221.934696901469,566.799411716952,254.49999999999892
PC-MOPEC,178.6423859317398,766.8975263109555,318.0443066980531,14102.872500011723,1263.5842189407485,41.26062012024871,43.5,false,KNITRO,249.0693963673723,564.1183789961268,242.5
PC-MOPEC,191.44105265258722,754.1107581949414,318.0464754306715,14102.872500487116,1263.5982862782,41.26086434652185,44.5,false,KNITRO,254.74278183914407,559.330362271657,242.5
PC-MOPEC,181.03883237080086,764.5189216879505,318.0475586539734,14102.87250001754,1263.6053127127248,41.26098633158209,45.0,false,KNITRO,230.52695374729717,563.223299255574,254.4999999999988
PC-MOPEC,214.59941052636,730.964308882362,318.04864590118837,14102.87249997011,1263.6123653099103,41.26110877270687,45.5,false,KNITRO,229.11262569823884,566.3000000000324,253.52000000000484
PC-MOPEC,119.49937493845565,744.7604220275657,318.1691796331472,14021.122499425654,1182.4289765991684,41.27468242413778,46.0,false,KNITRO,207.33733693814764,609.2000009031557,242.5
PC-MOPEC,211.94175323136716,733.6397887239805,318.05189424880984,14102.872499852227,1263.6334362041575,41.26147458727027,47.0,false,KNITRO,218.1233684642703,556.2500000952552,225.84999999339885
PC-MOPEC,179.35871621073434,766.2287477835927,318.0529709744069,14102.87249667276,1263.6404349687339,41.261596108417045,47.5,false,KNITRO,238.86462948414731,563.8546863588842,242.5
PC-MOPEC,176.00534399862266,769.5879835949393,318.05403808479224,14102.872494809253,1263.6473656783542,41.26171629192527,48.0,false,KNITRO,229.83667760912672,571.9082061597296,242.5
PC-MOPEC,190.04388067541615,755.5614510858018,318.05623040746053,14102.872499958323,1263.6615621686785,41.261962884882315,49.0,false,KNITRO,245.14457633398908,559.8589526684287,242.5
PC-MOPEC,199.80913180869402,745.8021477296155,318.05731452933,14102.872500010162,1263.6685940676396,41.26208496621102,49.5,false,KNITRO,229.45591231177733,556.2500000000215,225.84999998932096
PC-MOPEC,174.53577824790983,771.0992855836286,318.0616489513337,14102.872499290801,1263.696712782872,41.26257314228182,51.5,false,KNITRO,256.48250621315407,554.6202293077175,232.22853185595568
PC-MOPEC,182.42450807519532,763.2165059433208,318.06273391489515,14102.872499753723,1263.7037479334113,41.26269527776389,52.0,false,KNITRO,252.6368393646803,567.9162653405624,254.18568148379933
PC-MOPEC,185.40967084730153,760.2432370916565,318.06490172602173,14102.87249970498,1263.7178096649798,41.262939405210126,53.0,false,KNITRO,271.75401045842545,561.5974370933297,242.5
PC-MOPEC,185.76296353937502,633.3958936349522,334.2659863202719,13962.87250001524,1153.4248434945991,43.13806151872752,53.5,false,KNITRO,249.30410240983394,586.3136736754896,260.89999999999543
PC-MOPEC,180.98507924490175,764.6856728307021,318.06815435111,14102.872500010742,1263.7389064267138,41.263305666879134,54.5,false,KNITRO,229.99778117873296,563.2540561623117,242.5
PC-MOPEC,173.51351136670075,772.1750230444485,318.0713901299105,14102.872507592085,1263.7599245410597,41.26367031483232,56.0,false,KNITRO,210.28513293623018,583.3170680253397,254.49999999999847
PC-MOPEC,194.28367576134985,751.4108651216827,318.0724901957723,14102.872499864563,1263.7670310788048,41.26379394315517,56.5,false,KNITRO,225.82582811019284,558.283042016566,237.84999998105695
PC-MOPEC,171.30197792792418,774.3984602320631,318.0735599275414,14102.872493762421,1263.7739980875288,41.263914925737566,57.0,false,KNITRO,226.33231657373094,571.8504777145897,254.4999913508288
PC-MOPEC,186.75427852097567,758.9521571625612,318.07465826047394,14102.872500011363,1263.781093944011,41.26403808905238,57.5,false,KNITRO,251.21579519222576,561.100022229155,242.5
PC-MOPEC,156.1115574929807,789.6008249237518,318.0757421096246,14102.8724999772,1263.788124526357,41.26416014771175,58.0,false,KNITRO,220.21984558664147,571.6638937629764,254.49999999999966
PC-MOPEC,175.79962465156535,769.9305999500885,318.0789941592792,14102.872499998582,1263.8092187609332,41.264526367160684,59.5,false,KNITRO,251.11305357831208,565.8496450219083,227.7489719242475
PC-MOPEC,162.41651921442406,783.3196528311682,318.08007819212423,14102.872500015663,1263.8162502377165,41.26464844135327,60.0,false,KNITRO,229.85399032808493,562.6219067556835,242.5
PC-MOPEC,165.11840143220195,780.623716533349,318.0811618064414,14102.872499837596,1263.8232797719925,41.26477048300623,60.5,false,KNITRO,236.8435161767992,603.4405839725807,251.7699999999985
PC-MOPEC,173.8573839894928,771.9025763626984,318.08441394552403,14102.872499957308,1263.8443742977151,41.265136706037374,62.0,false,KNITRO,244.84864955801297,575.7984499108425,242.5
PC-MOPEC,210.91411256041798,734.8517979508572,318.0854980044761,14102.8724994194,1263.8514085157512,41.26525883401441,62.5,false,KNITRO,253.25525370816706,556.2500000864594,244.2499999999985
PC-MOPEC,372.784762494137,4.028006145961469,3.7637025326310574,8983.580048765603,380.5764711727295,46.222518042204555,63.0,false,KNITRO,235.05227898702447,547.2048139587363,244.25000000000136
PC-MOPEC,194.0006483592666,751.7771403499007,318.08766153793187,14102.872497443506,1263.8654502470993,41.265502628143025,63.5,false,KNITRO,227.2007514302298,558.3983779369299,225.84999977083802
PC-MOPEC,183.45319767706388,762.3364997157739,318.0898340399715,14102.872500013396,1263.8795314328092,41.265747073183064,64.5,false,KNITRO,256.21736320682726,518.0926107764309,254.49999999999494
PC-MOPEC,197.72299532243727,748.0726493329192,318.090918017612,14102.872500002388,1263.8865626729685,41.265869143433314,65.0,false,KNITRO,246.26337867617286,557.008948471849,225.8499999999989
PC-MOPEC,190.2697315261276,755.5318604762442,318.09200202373665,14102.872500013696,1263.8935940261085,41.26599121550962,65.5,false,KNITRO,237.63401021543865,573.3270739929837,242.5
PC-MOPEC,179.77892247750017,766.0345639779309,318.0941699757333,14102.87250000962,1263.9076564311645,41.26623535444986,66.5,false,KNITRO,218.9911691427032,582.2386907691347,254.4999999999984
PC-MOPEC,162.93602713380977,782.8833982790695,318.095251582935,14102.872498884688,1263.9146769958143,41.266357246981016,67.0,false,KNITRO,229.6842181881812,561.770703482918,242.50000543966098
PC-MOPEC,165.59409955950676,780.2372278667051,318.0974216965676,14102.872499903604,1263.9287491227794,41.266601547602164,68.0,false,KNITRO,224.73522591625857,595.0573617946199,242.5
PC-MOPEC,160.80209474433585,839.2851505444454,177.89849930814898,14016.922496331888,1177.98574459693,41.266723018557116,68.5,false,KNITRO,242.65803469303296,500.9643336019476,214.50000063592842
PC-MOPEC,168.80746568561923,777.0357568027007,318.0995898148307,14102.872499973862,1263.9428123031507,41.2668456996544,69.0,false,KNITRO,217.87185396199945,567.82155398888,242.5
PC-MOPEC,219.17847967498574,726.670689390338,318.1006735979652,14102.87249987933,1263.949842663289,41.26696775496856,69.5,false,KNITRO,231.27568299308956,563.6973597248657,225.8499999999966
PC-MOPEC,183.5994288803419,762.2556851858175,318.1017569690811,14102.872499643017,1263.9568710352405,41.26708977609671,70.0,false,KNITRO,221.0743476560939,579.7031449550443,254.4999999999984
PC-MOPEC,179.76465100227477,766.0964135358234,318.10284184048334,14102.872500005773,1263.9639063785814,41.267211916067815,70.5,false,KNITRO,231.1016454767184,563.728050674445,242.5
PC-MOPEC,179.66370305833635,766.2092560980275,318.1050098221247,14102.872500008989,1263.9779689784884,41.26745605842821,71.5,false,KNITRO,220.5134195967756,577.7130059189963,254.4999999999984
PC-MOPEC,185.3891125658369,760.4897927443927,318.10609346835105,14102.872499830199,1263.9849987785806,41.26757810449072,72.0,false,KNITRO,227.72353842509733,578.1412059089029,254.4999999999984
PC-MOPEC,187.68961192070867,758.1952415583635,318.10717774071924,14102.87249998761,1263.9920312197914,41.267700194651624,72.5,false,KNITRO,245.6770625033475,560.768864979548,242.5
PC-MOPEC,181.64618551591457,764.2445712906382,318.1082510811403,14102.872495869779,1263.999007887693,41.26782134145081,73.0,false,KNITRO,227.78746131951402,563.0277177733108,242.5
PC-MOPEC,163.436362774818,782.4662674243139,318.11041170457514,14102.87249274792,1264.013041903707,41.268064990996194,74.0,false,KNITRO,250.38513716332312,583.3394823783943,242.5
PC-MOPEC,159.98411327488256,785.9245278518222,318.11151327045616,14102.872499808214,1264.020154397161,41.2681884450586,74.5,false,KNITRO,220.2188026989195,584.385293651716,254.4999999999984
PC-MOPEC,148.68014605775386,797.2344436852933,318.1125976501017,14102.87249998634,1264.0271873931488,41.26831054488719,75.0,false,KNITRO,220.3476161051252,575.5174471197761,230.74857252906926
PC-MOPEC,197.2899461337781,748.6305911133429,318.1136816919458,14102.872500003912,1264.034218939067,41.26843262024961,75.5,false,KNITRO,210.17464058661096,557.1856821292265,237.84999997822212
PC-MOPEC,-0.0001456515748125102,832.3310639879135,318.3120391459407,13988.549894053926,1150.6429574822794,41.29077437338784,76.0,false,KNITRO,217.87538615802515,609.2000000000435,242.5
PC-MOPEC,174.95878185339663,770.9736499619067,318.1158496706974,14102.872500007321,1264.0482814860009,41.26867676167939,76.5,false,KNITRO,228.19724750576916,547.7724036547339,254.4999999999966
PC-MOPEC,198.76825453206806,606.2044186587417,163.7574191384468,13820.809962502708,968.7300923292565,41.863421355154436,77.5,false,KNITRO,250.3551471002914,496.52409121883863,221.8804326352289
PC-MOPEC,172.13306225572333,773.817197360636,318.1190976958683,14102.872498271932,1264.0693573122276,41.26904266910586,78.0,false,KNITRO,243.30869473569578,566.5872612567492,242.5
PC-MOPEC,179.81796051370753,766.1382603732238,318.12018561469597,14102.872500013178,1264.0764065016274,41.26916504317269,78.5,false,KNITRO,225.44009117839937,563.7168995433101,242.5
PC-MOPEC,176.0262097035119,769.9359583914134,318.1212695874459,14102.872500012214,1264.0834376823711,41.26928711228411,79.0,false,KNITRO,209.33949414441767,575.4571669030324,254.4999999999984
PC-MOPEC,165.2810365608097,780.6870584630396,318.12234792795283,14102.872497494882,1264.0904429518023,41.2694087465706,79.5,false,KNITRO,214.75123920533602,569.1482613887041,242.5
PC-MOPEC,201.75139074817304,744.2226543155613,318.1234334210064,14102.87249849294,1264.0974784847408,41.2695308869652,80.0,false,KNITRO,220.1357390006256,556.2500000000185,225.8499999999966
PC-MOPEC,183.85796744120316,762.1219741879889,318.1245039580546,14102.87249364832,1264.1044455872468,41.269651840301876,80.5,false,KNITRO,219.9349788046968,573.2849790731582,254.4999999999984
PC-MOPEC,166.90362590094423,779.0823347559153,318.1256061161262,14102.872499944882,1264.1115667729857,41.269775464596336,81.0,false,KNITRO,217.534875536164,568.543437013674,254.49999999999892
PC-MOPEC,219.1975143143958,726.7943894733522,318.12668932281747,14102.872499926223,1264.1185931105656,41.269897449999576,81.5,false,KNITRO,223.35162388337483,563.6632186544284,225.84999999999548
PC-MOPEC,208.60396599152486,736.906209843722,318.03888673461495,14102.87249997787,1263.5490625698617,41.26000976676824,82.0,false,KNITRO,240.78816529266447,556.250000000037,225.84999999999883
PC-MOPEC,175.3299115400132,770.1832379930538,318.03942876517357,14102.872500011383,1263.5525782982406,41.26007080353522,82.5,false,KNITRO,224.3270807981909,574.5488831261039,242.5
PC-MOPEC,197.14414224531896,694.9720070681703,334.0399753153399,14042.872499762261,1226.1561246288293,43.76013237227662,83.0,false,KNITRO,207.42382440089688,568.3939716960417,237.84999995569643
PC-MOPEC,176.88256286563922,768.6365339126588,318.0405127427133,14102.87250000739,1263.5596095210112,41.26019287339896,83.5,false,KNITRO,254.03435209121008,572.3948923456423,242.5
PC-MOPEC,177.206094995632,768.3159752468955,318.04105469299645,14102.872500006924,1263.5631249355238,41.260253904732394,84.0,false,KNITRO,245.09250706534766,573.8830775828937,254.4999999999988
PC-MOPEC,217.15040785015768,728.3746363180555,318.04159661160435,14102.87249993597,1263.5666407798176,41.2603149440766,84.5,false,KNITRO,252.93628228279476,556.2500000678635,232.2499999999968
PC-MOPEC,177.7082470892002,767.8197659652265,318.04213764266484,14102.87249961404,1263.5701506970915,41.26037588011587,85.0,false,KNITRO,248.25623476107174,564.4668768485473,242.5
PC-MOPEC,161.33184598487048,784.1991414278153,318.0426796702443,14102.872499594756,1263.5736670829301,41.26043693026559,85.5,false,KNITRO,246.1688807160281,579.4224387574784,232.22853185595534
PC-MOPEC,163.21686156724843,782.3260285824631,318.0448494421363,14102.872499979843,1263.5877395918478,41.26068124280924,87.5,false,KNITRO,210.8638115129964,609.1696321926003,254.49999999999892
PC-MOPEC,4.966127508636772e-5,0.00033150063277843694,0.0001385157285029327,12699.42537148973,0.0005196776363677374,52.47009386855946,88.0,false,KNITRO,235.57894736842206,505.49950912960617,232.25000000000082
PC-MOPEC,178.36631697164086,767.1825161731867,318.04593267546295,14102.872500012252,1263.5947658202904,41.26080322579614,88.5,false,KNITRO,260.0065133604652,570.7098916915384,242.5
PC-MOPEC,180.7547161876658,764.7970901693758,318.046474549124,14102.87249996267,1263.5982809061657,41.26086425180417,89.0,false,KNITRO,235.98091198016306,563.3290508412118,254.4999999999984
PC-MOPEC,180.29217213672794,765.2655752816113,318.0475567682714,14102.87249916862,1263.6053041866107,41.26098618790135,90.0,false,KNITRO,250.50602204058208,563.502682797545,242.5
PC-MOPEC,181.23065160106955,764.3300759081999,318.0481005924445,14102.872499984307,1263.608828101714,41.26104736278504,90.5,false,KNITRO,242.24494673602032,570.6268592363277,242.5
PC-MOPEC,186.11841269258835,759.4452541311687,318.04863464027346,14102.872503739838,1263.6123014640305,41.2611077464169,91.0,false,KNITRO,236.8260467538479,561.3232360573804,254.49999999999966
PC-MOPEC,214.41708042369285,731.1494763227556,318.0491506136629,14102.87248510978,1263.6157073601114,41.26116686357341,91.5,false,KNITRO,217.87716593250266,556.2500062135604,225.84999884920504
